abstrak,label
"Banyaknya pencarian produk melalui internet serta maraknya pebisnis yang mulai beralih metode promosi dari manual ke digital menjadi studi kasus baru mengenai pola pemasaran produk. Dampaknya, persaingan pun terjadi antar pelaku pemasaran online untuk menampilkan toko online atau media website mereka agar bisa tampil di halaman pertama mesin pencari dan nomor satu. Untuk membuat produk atau jasa muncul di nomor satu halaman pencarian mereka mengikuti pelatihan untuk mempelajari tentang Search Engine Optimization (SEO). Search Engine Optimization merupakan proses penyesuaian terhadap karakteristik mesin pencarian Google ketika menampilkan hasil terhadap kata yang diketikkan di halaman pencarian Google. Penelitian ini bertujuan untuk mengetahui (1) pengaruh pelatihan Search Engine Optimization terhadap penjualan produk peserta pelatihan, (2) pengaruh penerapan Search Engine Optimization terhadap penjualan produk peserta pelatihan, (3) pengaruh pelatihan Search Engine Optimization terhadap penjualan produk dengan penerapan Search Engine Optimization sebagai variabel intervening. Penelitian ini merupakan jenis penelitian Ex Post Facto dengan pendekatan Kuantitatif. Populasi dalam penelitian ini adalah 68 orang peserta pelatihan SEO di lembaga Sinergia Yogyakarta. Instrumen pengumpulan data yang digunakan adalah kuesioner. Teknik analisis data yang digunakan adalah Analisis Jalur. Hasil penelitian ini adalah (1) Pelatihan Search Engine Optimization berpengaruh positif dan signifikan terhadap penjualan produk peserta pelatihan Search Engine Optimization di Lembaga Pelatihan Sinergia Yogyakarta dibuktikan dengan nilai t hitung 5,364. (2) Penerapan SEO berpengaruh positif dan signifikan terhadap penjualan produk peserta pelatihan SEO di Lembaga Pelatihan Sinergia Yogyakarta dibuktikan dengan nilai t hitung 5,246. (3) Pelatihan Search Engine Optimization berpengaruh positif dan signifikan terhadap penjualan produk peserta pelatihan Search Engine Optimization dengan penerapan SEO sebagai variabel intervening di Lembaga Pelatihan Sinergia Yogyakarta. Dibuktikan dengan nilai pengaruh tidak langsung sebesar 0,395 > r tabel (0,254). Besarnya pengaruh total dari pelatihan SEO terhadap penjualan produk dengan dengan penerapan SEO sebagai intervening sebesar 0,974",RPL
"Penggunaan aplikasi di Indonesia semakin meningkat, hal tersebut melatar belakangi munculnya aplikasi yang digunakan oleh perusahaan transportasi. Munculnya aplikasi-aplikasi tersebut membuat terjadinya pro dan kontra di kalangan masyarakat dikarenakan masih banyak masyarakat yang belum memiliki pengetahuan yang mendalam mengenai aplikasi tersebut. Hal tersebut mendorong peneliti untuk mencari tahu bagaimana pengalaman pengguna terhadap aplikasi Gojek. Penelitian ini bertujuan untuk mengetahui tingkat usability aplikasi Gojek, menganalisa user experience aplikasi Gojek dengan pendekatan pada aspek usability, dan menganalisa layanan apa yang paling sering diminati pengguna. Teknik analisis data yang digunakan adalah statistik deskriptif kuantitatif dengan menggunakan software SPSS 21. Teknik pengambilan sampel yang digunakan adalah simple random sampling dari pengguna aplikasi Gojek, dimana jumlah sampel yang digunakan sebanyak 48 responden. Pengumpulan data menggunakan kuesioner. Berdasarkan hasil penelitian disimpulkan bahwa tingkat (rate) usability aplikasi Gojek termasuk dalam kategori tinggi, hal tersebut sesuai hasil user exprerience ratarata penilaian terhadap Go-Jek sebesar 4,03, Go-Ride sebesar 3,90, Go-Car sebesar 4,02, dan Go-Food sebesar 4,14. Hasil perhitungan user exprerience pada aspek usability diperoleh bahwa, berdasarkan aspek Learnability nilai tertinggi diperoleh aplikasi Go-Food 4,31, aspek efficiency nilai tertinggi diperoleh aplikasi Go-Food 4,29, aspek memorability nilai tertinggi diperoleh aplikasi Go-Food 4,29, aspek errors nilai tertinggi diperoleh Go-Jek 3,87, dan aspek satisfaction nilai tertinggi diperoleh Go-Car 4,10. Berdasarkan uraian tersebut dapat disimpulkan juga bahwa secara keseluruhan",RPL
"Sistem aspirasi UIN Sunan Kalijaga Yogyakarta merupakan sistem yang baru dikembangkan, sebelumnya belum pernah dilakukan pengujian maka sangat penting untuk dilakukannya pengujian pada sistem tersebut. Penelitian ini bertujuan untuk menganalisis sistem aspirasi UIN Sunan Kalijaga Yogyakarta, apakah sistem aspirasi tersebut sudah memiliki standar kualitas yang baik berdasarkan ISO 9126. Metode yang digunakan untuk pengukuran kualitas sistem aspirasi UIN Sunan Kalijaga adalah ISO 9126, ada 6 karakteristik yang dimiliki ISO 9126 yaitu functionality, reliability, usability, efficiency, maintainability dan portability, tapi pada penelitian ini hanya akan difokuskan pada karakteristik functionality, usability dan portability. Pemilihan karakteristik untuk pengujian perangkat lunak ini dilihat dari dua sisi yang berbeda, namun saling terkait secara tidak langsung, yaitu adalah pengembang dan pengguna, dari sisi pengembang yang di uji adalah kemampuan perangkat lunak menyediakan serangkaian fungsi yang dibutuhkan dan bagaimana portabilitas perangkat tersebut, sedangkan dari sisi pengguna yang di uji adalah bagaimana tanggapan pengguna setelah menggunakan sistem aspirasi tersebut. Setelah dilakukan analisis pada sistem aspirasi UIN Sunan Kalijaga Yogyakarta memiliki hasil pengujian 95,39% untuk karakteristik functionality, 72,31% untuk karakteristik usability, 100% untuk karakteristik portability. Berdasarkan hasil pengujian dapat ditarik kesimpulan bahwa sistem aspirasi UIN Sunan Kalijaga Yogyakarta memiliki kualitas perangkat lunak yang baik berdasarkan ISO 9126.",RPL
"Universitas Islam Negeri Sunan Kalijaga Yogyakarta memiliki beberapa web yang telah berjalan dan mempunyai beberapa fitur salah satunya adalah fitur agenda. Dalam penelitian ini peneliti hendak membangun sistem informasi calendar, yang mana sistem ini menintegrasikan beberapa fitur agenda yang ada pada web UIN Sunan Kaliaga menjadi sebuah aplikasi tersendiri sehingga dapat memudahkan bagi para pengguna untuk melihat agenda secara menyeluruh. Pada penelitian ini menggunakan Metode pengembangan sistem dengan pendekatan Rapid Application Development (RAD), metode RAD merupakan metode yang tepat dalam membangun sistem secara cepat dengan memanfaatkan modul-modul yang sudah ada sebelumnya. Metode ini memiliki 3 tahapan yaitu : Rencana Kebutuhan (Requirement Planning), Proses Desain (Workshop Design), dan Implementasi (Implementation). Metode pengembangan sistem ini juga fleksibel terhadap perubahan yang mungkin terjadi sewaktu-waktu dalam proses pengembangan. Penelitian untuk membangun sistem informasi Calendar dengan menggunakan metode Rapid Aplication Development (RAD) dinyatakan telah berhasil. Pengembangan Sistem Calendar ini diharapkan dapat membantu mempermudah untuk menyampaikan informasi agenda Universitas Islam Negeri Sunan Kalijaga Yogyakarta ke pengguna.",SI
"Penelitian ini bertujuan untuk mengetahui analisis kualitas dari perangkat lunak sistem pembonusan agen multilevel marketing PT Surya Pratama Alam Yogyakarta. Aspek yang diteliti adalah untuk mengetahui tingkat kepuasan pengguna dalam penggunaan sistem. Metode analisis sistem yang digunakan menggunakan metode McCall berdasarkan produk operasi dengan factor usabilitas. Adapun metrik yang digunakan yaitu metrik operability dan metrik training. Pada metrik operabilitas, peneliti mengacu pada kuisioner J.R. Lewis. Berdasarkan penelitian yang dilakukan peneliti , peneliti dapat memberikan kesimpulan bahwa hasil pengukuran kualitas sistem aplikasi diatas adalah operability sebesar 74.7719298% dengan standar deviasi ± 14.39% dan training 4.4105 detik dengan standar deviasi ±1.361753 detik. Dari kedua metrik tersebut dapat disimpulkan bahwa Sistem Pembonusan Agen Multilevel Marketing PT Surya Pratam Alam Yogyakarta sudah memiliki nilai usablititas yang yang baik..",RPL
"Sistem event merupakan sistem informasi yang dibuat oleh Universitas Islam Negeri Sunan Kalijaga untuk mempermudah universitas mengelola acara atau kegiatan yang berada di UIN Sunan Kalijaga, serta mempermudah mahasiswa dalam memperoleh informasi dan mendaftar acara yang diselenggarakan di UIN. Sistem event termasuk sistem baru dan masih dalam pengembangan hingga saat ini, sehingga masih belum banyak civitas akademik di UIN Sunan Kalijaga yang mengetahui tentang sistem ini. Dikarenakan hal tersebut, maka diperlukan suatu pengujian usabilitas untuk mengetahui bagaimana tingkat usabilitas dari sistem event. Metode Heuristic Evaluation merupakan metode pengujian usabilitas yang digunakan untuk mengidentifikasi masalah kegunaan pada desain antarmuka pengguna (UI). Metode ini diciptakan melalui penelitian yang dilakukan oleh Jacob Nielsen, dalam penelitiannya Nielsen membuat beberapa set indikator heuristik yang berfungsi sebagai alat ukur untuk mengetahui tingkat usabilitas suatu sistem yang dinamakan 10 prinsip umum untuk desain antarmuka. 10 prinsip tersebut, di dalam penelitian ini digunakan sebagai acuan dalam melakukan analisis dan melakukan pengujian terhadap sistem event. Berdasarkan hasil pengujian pada sistem event UIN Sunan Kalijaga menggunakan Heuristic Evaluation, didapatkan hasil bahwa 7 dari 10 set indikator nielsen sudah berjalan dengan baik yang terdiri dari indikator Visibility of system status, Match between system and the real world, Consistency and standards, Recognition rather than recall, Flexibility and efficiency of use, Aesthetic and minimalist design, dan Help users recognize, diagnose, and recover from errors. Kemudian 3 indikator sisanya masih belum berjalan dengan baik yang terdiri dari User control and freedom, Error prevention, dan Help and documentation.",RPL
"Perkembangan zaman yang semakin modern disebabkan karena kemajuan di bidang teknologi informasi. Kemajuan teknologi informasi ini ditandai dengan tersedianya perangkat-perangkat pendukung seperti perangkat keras (hardware), perangkat lunak (software) dan telekomunikasi. Di beberapa kantor instansi milik pemerintah, penggunaan teknologi informasi merupakan hal yang penting pada saat ini. Selain untuk memudahkan pelayanan kepada masyarakat, juga mampu mendapatkan informasi-informasi dari pemerintah pusat yang akurat tanpa terhalang oleh ruang dan waktu. Seperti yang dilakukan Kantor Dinas Pendidikan wilayah Yogyakarta, selaku instansi milik pemerintah yang membidangi hal pendidikan berkomiten untuk meningkatkan pelayanan terhadap masyarakat suatu pendidikan serta memberikan informasi-informasi aktual dari pemerintah secara real-time. Berdasarkan hal tersebut dapat dirumuskan masalah ""Bagaimana pengaruh antara faktor sosial, kompleksitas dan kondisi yang memfasilitasi pemanfaatan teknologi informasi dalam penggunaan teknologi informasi terhadap semangat kerja pegawai Kantor Dinas Pendidikan di wilayah Yogyakarta"" Penelitian ini merupakan penelitian yang menggunakan pendekatan deskriptif kuantitif. Sumber data yang diperoleh data primer dan sekunder. Teknik pengumpulan data yang digunakan dalam penelitian ini adalah wawancara, observasi, dan kuesioner. Subjek dalam penelitian ini adalah para pegawai Kantor Dinas Pendidikan wilayah Yogyakarta. Teknik pemilihan responden menggunakan sampling probabilitas (probability sampling) dan sampling nonprobabilitas (nonprobability sampling). Teknik analisis data menggunakan model analisis regresi linier berganda, melalui uji validitas dan reliabilitas, dan uji asumsi klasik. Hasil penelitian ini menunjukkan bahwa penggunaan dan pemanfaatan teknologi informasi memberikan pengaruhnya terhadap semangat kerja pegawai di kantor Dinas Pendidikan di wilayah Yogyakarta. Di mana hipotesis pertama dalam penelitian ini menyatakan bahwa pertama, faktor sosial berpengaruh positif dan signifikan terhadap semangat kerja pegawai. P-value faktor sosial adalah 0,000 yang lebih kecil dari 0,05 atau thitung 2,949 yang lebih besar titik kritis 1,993. Kedua Hipotesis kedua dalam penelitian ini menyatakan kompleksitas penggunakaan Teknologi Informasi memberi pengaruh positif dan signifikan terhadap semangat kerja pegawai. P-value kompleksitas sebesar 0,000 yang lebih kecil dari 0,05 atau thitung 3,108 yang lebih besar titik kritis 1,993; dan ketiga, Hipotesis ketiga dalam penelitian ini menyatakan bahwa memfasilitasi penggunaan teknologi informasi dalam menggunakan teknologi informasi berpengaruh positif dan signifikan terhadap semangat kerja pegawai. P-value kondisi memfasilitasi penggunaan teknologi informasi 0,000 yang lebih kecil dari 0,05 atau t hitung 9,054 yang lebih besar titik kritis 1,993.",AI
"Akhir-akhir ini, banyak muncul perangkat lunak permainan (game) komputer yang menyediakan fasilitas untuk dapat bermain dalam suatu jaringan komputer. Fasilitas ini memungkinkan permainan dapat dimainkan oleh beberapa orang sekaligus dengan menggunakan beberapa buah komputer yang terhubung dalam Local Area Network (LAN). Ular Tangga adalah salah satu jenis permainan papan untuk anak-anak yang dimainkan oleh 2 orang atau lebih. Antar pemain akan berusaha menjadi yang pertama sampai di kotak 100 (finish). Oleh karena itu, peneliti ingin merancang perangkat lunak permainan Ular Tangga yang dapat dimainkan multiplayer dalam suatu jaringan komputer.  Perangkat lunak yang dikembangkan menggunakan Microsoft Visual Basic 6.0 sebagai bahasa pemrograman, kontrol winsock pada Visual Basic sebagai jembatan komunikasi antar komputer, dan CorelDRAW X4 sebagai desain gambar. Tahap penelitian meliputi analisis kebutuhan, perancangan, implementasi, dan pengujian. Strategi pengujian yang digunakan adalah pengujian alpha dan pengujian beta.  Berdasarkan penelitian yang dilakukan diperoleh kesimpulan bahwa telah berhasil dirancang dan diimplementasikan perangkat lunak dari permainan Ular Tangga yang dapat dimainkan multiplayer dengan 2, 3, dan 4 pemain di jaringan komputer, yakni jaringan LAN (Local Area Network). Perangkat lunak ini juga dapat berjalan dengan baik di sistem operasi Windows 7 dan Windows XP.  Kata kunci : Perangkat Lunak, Permainan Ular Tangga, Jaringan Komputer, Microsoft Visual Basic 6.0. Winsock.   ",Jaringan
" ABSTRAK   Rumah sakit sebagai sarana kesehatan dituntut untuk memberikan pelayanan kesehatan semaksimal mungkin kepada masyarakat. Salah satu upaya untuk meningkatkan mutu pelayanan yaitu penertiban administrasi, termasuk didalamnya penertiban administrasi rekam medis. Rekam medis sendiri merupakan aktivitas pencatatan informasi pasien, anamnesa, penentuan fisik laboratorium, diagnosa segala pelayanan dan tindakan medik yang diberikan kepada pasien dan pengobatan baik yang dirawat inap, rawat jalan maupun yang mendapatkan pelayanan gawat darurat. Tertib administrasi tidak akan berhasil tanpa didukung pengelolaan rekam medis yang baik dan benar.  Penelitian ini bertujuan untuk merancang dan membangun sistem informasi rekam medis yang dapat memberikan informasi mengenai riwayat kesehatan pasien sebagai salah satu pendukung dokter untuk melakukan tindakan dan memutuskan diagnosa pasien. Tahapan pengembangan penelitian ini dengan metode SDLC (Software Development Life Cycle) yaitu: tahap analisa, desain dan implementasi. Tools yang digunakan pada penelitian ini adalah Visual Basic 6.0 dan SQL Server sebagai databasenya.  Sistem yang dihasilkan berbasis client-server. Sistem dapat mengelola pendataan dokter, pendataan perawat, pendataan pasien, pendaftaran Instansi rawat jalan dan rawat inap, pencatatan rekam medis dan laporan-laporan. Laporan yang ada menghasilkan informasi riwayat penyakit pasien, catatan kunjungan pasien rawat jalan dan rawat inap, catatan diagnosa, catatan resep, catatan pemeriksaan dan tindakan. Teknik pengujian sistem menggunakan metode black box testing untuk memeriksa kesalahan-kesalahan yang ada pada sistem. div ",SI
"Indekos adalah sebuah jasa yang menawarkan sebuah kamar/tempat untuk ditinggali dengan sejumlah pembayaran teruntuk setiap periode, bagi pemilik indekos sudah banyak melakukan promosi agar indekosnya dapat dengan mudah dicari oleh pencari indekos, namun selama ini masih kurangnya promosi yang dilakukan seperti penyebaran iklan, website dan lainnya. Dan masih belum adanya yang bisa mengatur setiap kamar yang ada dalam indekos yang dimiliki, dan juga belum adanya yang dapat mengatur waktu sewa – menyewa bagi setiap kamar. Dan bagi pencari indekos mencari indekos disuatu tempat tidaklah mudah apalagi sesuai dengan fasilitas yang diinginkan. Tujuan dari penelitian ini agar pemilik indekos dapat mempromosikan indekosnya, dan dapat mengatur setiap kamar yang ada dan juga dapat mengatur waktu sewa – menyewa bagi setiap kamar, dan tujuan bagi pengguna/pencari indekos agar dapat dengan mudah mencari indekos yang sesuai dengan fasilitas yang diinginkan.  Metode penelitian yang dilakukan adalah dengan wawancara terhadap para pengguna aplikasi, analisis kebutuhan hasil dari wawancara, perancangan dan implementasi program. Perancangan sistem menggunakan UML(Unified Modeling Language) dan sistem dijalankan pada dua platform yaitu Website sebagai server dan Android untuk pengguna.  Sistem yang dihasilkan bagi pemilik indekos dapat menjadi tempat untuk mempromosikan, mengatur setiap kamar dan mengatur sewa – menyewa kamar. dan bagi pengguna/pencari indekos sistem yang dihasilkan dapat mencari indekos sesuai fasilitas yang diinginkan.  ",SI
"Perkembangan teknologi yang begitu cepat mendorong meningkatnya kebutuhan orang akan informasi yang cepat dan akurat. Salah satunya dibidang pariwisata, untuk mempermudah wisatawan dalam mencari lokasi dan informasi wisata yang akan dituju tanpa harus bertanya ke orang-orang. Untuk itulah dibuat sebuah sistem informasi pariwisata pulau Lombok berbasis android yang dapat memudahkan wisatawan dalam mencari informasi wisata yang ada di Lombok. Dan juga sebagai media promosi wisata Lombok. Sistem ini menerapkan memanfaatkan internet dan teknologi Location Based Service (LBS) dengan menggunakan GPS (Global Positioning System) yang dibangun diatas platform Android. Metode pengembangan sistem yang digunakan dalam penelitian ini yaitu mengikuti tahapan-tahapan SDLC (System Development Lyfe Cycle ). Dalam pengembangan sistem yang akan dibangun penulis menggunakan waterfall model karna pengerjaan dari suatu sistem dilakukan secara berurutan atau secara linear. metode waterfall mempunyai langkah-langkah sebagai berikut: Analisa, Design, Code dan Testing, dan Penerapan. Sitem Informasi Geografis Pariwisata Pulau Lombok ini mampu menampilkan lokasi wisata, lokasi wisatawan, jarak wisatawan, informasi wisata, festival budaya, fasititas, dan alat transportasi yang digunakan ke lokasi tujuan. Berdasarkan hasil pengujian fungsional sistem semua responden setuju bahwa sistem yang dibuat berfungsi sebagaimana mestinya. Hasil pengujian antarmuka sistem menunjukkan bahwa responden sangat baik 50%, baik 30%, cukup 20%  ",SI
" ABSTRAK   E-tourism sebagai media promosi potensi wisata indonesia, dirasa masih memiliki kekurangan dalam pelayanan terhadap wisatawan dari dalam dan luar negeri. E-tourism yang ada saat ini hanya dapat memberikan informasi berupa paket-paket wisata, padahal wisatawan juga butuh layanan lain seperti pemesanan tiket transportasi dan pemesanan penginapan. Saat ini fasilitas dalam e-tourism belum menyediakan fasilitas pemesanan tiket penerbangan dan penginapan sekaligus pada satu sistem yang memudahkan para wisatawan.  Konsep SOA (Service Oriented Architecture) menyajikan sebuah pendekatan untuk membangun sebuah sistem terdistribusi yang mengirimkan fungsionalitas aplikasi sebagai services (layanan) kepada setiap aplikasi end-user ataupun services yang lainnya. Salah satu teknologi yang mengimplementasikan konsep ini adalah web service. Penggunaan web service dalam pengembangan sebuah aplikasi e-tourism diharapkan mampu memberikan pelayanan yang lebih beragam dan memudahkan bagi wisatawan.  Aplikasi yang dihasilkan dapat menampilkan data-data dari aplikasi pihak ketiga. Aplikasi ini bukan hanya menawarkan berbagai macam paket wisata, tetapi dengan dukungan web service, aplikasi ini juga menyediakan layanan-layanan jasa transportasi dan jasa penginapan seperti pemesanan tiket penerbangan dan pemesanan kamar hotel. Web service sebagai middle tier, berfungsi untuk mengintegrasikan antara aplikasi client dan server. div ",SI
"Daerah Istimewa Yogyakarta (DIY) merupakan Provinsi wisata favorit kedua di Indonesia setelah Provinsi Bali dengan kekayaan alam didalamnya menyimpan sejuta obyek wisata yang dapat ditelusuri oleh para wisatawan. Wisatawan yang berkunjung ke DIY mengalami peningkatan yang signifikan. Data kunjungan wisatawan ke DIY tahun 1994 menurut sumber Disparda DIY berjumlah 963.995 orang meningkat jadi 1.792.000 orang (2004), dan 1,6 juta wisatawan (2005). Seiring meningkatnya jumlah wisatawan yang berkunjung di DIY perlu diadakannya peningkatan fasilitas yang menjadi fokus dari pemerintah dan seluruh elemen wisata DIY. Bermacam-macam wisata yang tersedia terkadang menjadi pilihan sulit bagi wisatawan untuk menentukan pilihan. Berbagai profil wisata yang ditawarkan tetapi tidak diimbangi dengan fasilitas untuk membantu menentukan pilihan. SPK dalam pemilihan lokasi wisata di DIY bertujuan untuk memudahkan para wisatawan dalam menentukan destinasi wisata ketika berada di Provinsi DIY. Dengan metode AHP (Analitycal Hierarchy Proccess) dan WP (Weighted Product), penentuan kriteria lokasi wisata dapat dilakukan dengan mudah dan dikerucutkan sehingga ditemukan referensi lokasi wisata yang dikehendaki secara efektif dan efisien.",SI
"Dalam era globalisasi seperti sekarang ini, dunia informasi berkembang begitu pesat. Suatu lembaga yang menggunakan komputer dalam mengelola sistem informasinya, akan mempunyai nilai lebih dari pada sistem yang diolah secara manual. Salah satu lembaga yang perlu menerapkan sistem informasi adalah perpustakaan. Perpustakaan SMA N 1 Temon masih menggunakan sistem manual, sistem ini dianggap tidak efisien lagi. Sehingga, secepatnya perlu dibuat sistem informasi perpustakaan sesuai dengan keinginan pihak perpustakaan. Pengembangan sistem perpustakaan ini menggunkan metode agile. Setelah melalui dua siklus pengembangan dengan total 21 fitur, dihasilkan tingkat kesesuiaan fitur terhadap keinginan client pada siklus pertama yaitu 80,95% dan siklus kedua 19,05%.",SI
"Perkembangan Teknologi Informasi dan Komunikasi atau lebih populer dengan sebutan ICT (Information and Comunication Technologi) yang begitu cepat selalu disertai dengan perkembangan Perangkat keras (Hardware) maupun Perangkat Lunak (Software). Salah satu perangkat lunak yang harus diterapkan dalam instansi sekolah adalah sistem informasi perpustakaan. Dengan adanya sistem informasi perpustakaan diharapkan mampu membantu pendataan simpan pinjam perpustakaan. SMP N 4 Patuk sebagai sebuah instansi sekolah masih menerapkan pengelolaan buku secara manual tulis tangan. Hal ini menyulitkan petugas perpustakaan untuk membuat laporan bulanan. Oleh sebab itu, perlua adanya sistem yang dapat mempermudah petugas untuk mengelola perpustakaan. Pengembangan sistem informasi perpustakaan ini menggunakan metode Extreme Programming. Empat tahapan dalam metode ini adalah planning, design, coding, dan testing. Setelah pengembangan sistem, didapatkan hasil pengujian kesesuaian user stories dengan sistem dengan hasil 48,27% tercapai dari 29 user stories, dan 89,64% tercapai dari 29 user stories pada tahap kedua dan 100% tercapai dari 29 user stories pada iterasi ketiga.",SI
" ABSTRAK   Penelitian ini bertujuan untuk merancang website MAPALASKA yang saya angkat ke dalam skripsi berjudul Sarana Informasi Berbasis Online Menggunakan PHP dan MySQL (Perancangan Website MAPALASKA UIN Sunan Kalijaga). Di era IT ini, MAPALASKA sebagai organisasi intra kampus diharapkan mampu menjadi agen informasi sekaligus fasilitator bagi user dalam mencari informasi yang baik dan bemanfaat menggunakan website tersebut. Hasil penelitian ini diharapkan mampu menambah wawasan bidang ilmu perpustakaan dan informasi, khususnya pemanfaatan teknologi informasi.  Penelitian ini merupakan penelitian deskriptif kualitatif dengan menggunakan pendekatan analisis induktif dengan mengesampingkan hipotesis awal penelitian, artinya hanya terbatas pada perancangan dan nilai guna dari website tersebut. Untuk memperoleh data yang valid, penulis menggunakan 2 teknik pengumpulan data, yaitu wawancara dan observasi. Hasil penelitian ini adalah rancangan Website MAPALASKA yang hanya dijalankan di localhost browser, dan nantinya dipublikasikan di internet. ",SI
"Salah satu kasus penyakit yang cukup sering melanda wilayah di Indonesia adalah demam berdarah dengue (DBD). Sistem informasi geografis (SIG) merupakan salah satu tools yang dapat digunakan untuk membantu menganalisa kondisi suatu daerah terhadap penyakit untuk menentukan tindakan yang harus dilakukan untuk menangani penyakit. Sistem informasi geografis merupakan salah satu alat bantu untuk menyampaikan informasi mengenai persebaran penyakit di suatu wilayah. Keberadaan SIG diharapkan mampu memberikan gambaran tentang persebaran penyakit demam berdarah di Kecamatan Tegalrejo Yogyakarta.  Sistem ini merupakan sistem berbasis web yang dikembangkan dengan menggunakan ArcView 3.3, Mapserver for Windows versi-2.3.1, PHP, dan MySQL. Metode penelitian yang digunakan adalah metode pengembangan sistem. Metode perancangan sistem dengan pendekatan fungsional digambarkan dengan menggunakan DFD (Data Flow Diagram). Sedangkan dalam pemodelan basis datanya digambarkan dengan ERD (Entity Relationalship Diagram).  Sistem ini dapat memberikan informasi mengenai gambaran peta data penderita demam berdarah, dan jumlah kasus demam berdarah di wilayah Kecamatan Tegalrejo. Aplikasi sistem informasi geografis yang dihasilkan dapat mengintegrasikan antara data spasial berupa peta wilayah Kecamatan Tegalrejo dengan data non spasial berupa data penderita demam berdarah dan data kasus per tahun yang disajikan dalam bentuk tabel serta grafik. ",SI
"Teknologi informasi dan komunikasi saat ini sudah menjadi bagian yang tidak terlepaskan dari proses pengarsipan. Dalam koperasi simpan pinjam dan penjualan, teknologi informasi sangat dibutuhkan untuk menjaga dokumen agar tidak rusak atau hilang. Tujuan pengembangan sistem informasi koperasi ini adalah untuk mempercepat pegawai dalam melakukan proses pengolahan data simpan pinjam dan penjualan serta mempermudah anggota dalam mendapatkan informasi tentang transaksinya dalam koperasi. Metode pengembangan sistem menggunakan SDLC (System Development Life Cycle) dengan tahapan identifikasi, seleksi dan perencanaan sistem, analisis sistem, perancangan sistem, implementasi dan pengujian sistem, dan pemeliharaan. Aplikasi sistem koperasi ini dibuat dengan bahasa pemrograman berbasis web PHP dan MySQL sebagai database. Dalam penelitian ini dirancang sebuah sistem informasi yang mampu menangani proses yang terdapat dalam koperasi. Berdasarkan permasalahan dan tahapan dalam pembuatan sistem, dapat disimpulkan bahwa sistem ini dapat bekerja dengan baik dan berfungsi untuk membantu mengelola semua kegiatan koperasi. Sistem ini dapat memudahkan pegawai dan anggota koperasi untuk mendapatkan informasi yang mereka butuhkan dengan cepat. Kata Kunci: Sistem Informasi, koperasi, PHP, MySQL.  ",SI
"Otentikasi (authentication) merupakan identifikasi yang dilakukan oleh masing-masing pihak yang saling berkomunikasi, maksudnya beberapa pihak yang berkomunikasi harus mengidentifikasi satu sama lainnya. Informasi yang didapatkan oleh satu pihak dari pihak lain harus diidentifikasi untuk memastikan keaslian informasi yang diterima. Identifikasi terhadap suatu informasi dapat berupa tanggal pembuatan informasi, isi informasi, waktu kirim dan hal-hal lainnya yang berhubungan dengan informasi tersebut. Tanda tangan digital adalah suatu mekanisme otentikasi yang memungkinkan pembuat pesan menambahkan sebuah kode yang bertindak sebagai tanda tangannya. Skema yang dapat digunakan untuk melakukan proses tanda tangan digital terhadap suatu pesan juga bermacam-macam. Salah satunya adalah skema Schnorr Authentication dan Digital Signature. Skema Schnorr Authentication dan Digital Signature merupakan skema tanda tangan digital yang mengambil keamanan dari permasalahan menghitung logaritma diskrit. Skema tanda tangan ini menggunakan bilangan prima dan perpangkatan modulo dalam proses pembentukan kuncinya. Skema otentikasi dapat dimodifikasi menjadi skema tanda tangan digital (digital signature). Proses pembentukan kunci privat dan publiknya sama seperti sekema otentikasi, namun pada skema tanda tangan digital ditambahkan sebuah fungsi hash.  Pengembangan sistem yang digunakan dalam membangun perangkat lunak ini adalah metode waterfall (siklus air terjun). Perangkat lunak untuk simulasi schnorr authentication dan Digital signature scheme ini akan membantu pemahaman kriptografi terutama mengenai Shcnorr Authentication dan Digital Signature Scheme dan perangkat lunak ini juga dapat digunakan sebagai fasilitas pendukung dalam proses belajar mengajar mencakup input variabel-variabel, kunci privat, kunci public, pesan, pembentukkan digital signature, proses verifikasi dan proses deskripsi.  Software yang digunakan dalam pembuatan perangkat lunak ini adalah Microsoft Visual Basic 6.0. Fitur- fitur yang ada seperti tampilan animasi saat membuka halaman menu, ilustrasi proses pengiriman informasi dan langkah per langkah dari proses perhitungan yang dilakukan. ",Jaringan
"Universitas Islam Negeri Sunan Kalijaga memiliki tiga sistem informasi, yaitu sistem informasi penerimaan mahasiswa baru, keuangandan akademik yang ketiganya belum terintegrasi.Pengembangan sistem informasi eksekutif (SIE) bertujuan mengintegrasikan ketiga sistem tersebut untuk membantu pimpinan unversitas dalam mengetahui informasi secara cepat guna mengidentifikasikan masalah dan mengambil keputusan.   Pengintegrasian sistem dilakukan oleh web service dengan menggunakan JavaScript Object Notation(JSON) sebagai format pertukaran datanya serta adanya penerapan Asynchronous JavaScript and XMLHTTP (AJaX) untuk menciptakan aplikasi webyang interaktif. Fungsionalitas SIE didapatkan dari pendekatanUnified Modelling Language (UML).  Hasil yang diperoleh dari SIE dapat menjembatani ketiga sistem informasi yang ada dengan menggunakan web service. Aplikasi SIE ini menampilkan informasi aktivitas akademik dan keuangan mahasiswa yang berhubungan dengan keputusan yang akan diambil oleh pimpinan universitas secara cepat dan tepat sehingga kinerja universitas menjadi lebih efektif dan efisien. ",SI
